player,surface,period,spw,rpw,matches
Arina Rodionova,clay,career,0.5330,0.4470,5
Arina Rodionova,grass,career,0.5620,0.4010,10
Arina Rodionova,all,career,0.5212,0.4176,66
Hannah Klugman,grass,52week,0.5210,0.4110,5
Hannah Klugman,all,52week,0.5210,0.4110,5
Louisa Chirico,hard,52week,0.5560,0.4050,1
Louisa Chirico,clay,52week,0.5130,0.4420,4
Louisa Chirico,all,52week,0.5216,0.4346,5
Louisa Chirico,hard,career,0.5230,0.4010,36
Louisa Chirico,clay,career,0.5150,0.4240,26
Louisa Chirico,grass,career,0.4290,0.3260,2
Louisa Chirico,all,career,0.5168,0.4080,64
Whitney Osuigwe,hard,52week,0.5320,0.4110,7
Whitney Osuigwe,all,52week,0.5320,0.4110,7
Whitney Osuigwe,hard,career,0.4990,0.3970,18
Whitney Osuigwe,clay,career,0.5000,0.3790,1
Whitney Osuigwe,all,career,0.4991,0.3961,19
Chloe Paquet,hard,career,0.5100,0.3900,26
Chloe Paquet,clay,career,0.5520,0.4230,37
Chloe Paquet,grass,career,0.5690,0.3390,3
Chloe Paquet,all,career,0.5362,0.4062,66
Vitalia Diatchenko,hard,career,0.5070,0.4110,39
Vitalia Diatchenko,clay,career,0.4820,0.4210,12
Vitalia Diatchenko,grass,career,0.5430,0.4120,9
Vitalia Diatchenko,all,career,0.5074,0.4132,60
Nuria Brancaccio,clay,52week,0.5580,0.4730,5
Nuria Brancaccio,all,52week,0.5580,0.4730,5
Nuria Brancaccio,clay,career,0.5170,0.4550,18
Nuria Brancaccio,all,career,0.5170,0.4550,18
Ena Shibahara,hard,52week,0.4780,0.2290,4
Ena Shibahara,all,52week,0.4780,0.2290,4
Ena Shibahara,hard,career,0.5790,0.3650,17
Ena Shibahara,clay,career,0.5180,0.4190,2
Ena Shibahara,grass,career,0.4600,0.3700,1
Ena Shibahara,all,career,0.5670,0.3707,20
Martina Trevisan,hard,52week,0.4710,0.3930,1
Martina Trevisan,clay,52week,0.5550,0.5090,5
Martina Trevisan,all,52week,0.5410,0.4897,6
Martina Trevisan,hard,career,0.5330,0.4290,84
Martina Trevisan,clay,career,0.5230,0.4730,65
Martina Trevisan,grass,career,0.4890,0.3510,7
Martina Trevisan,all,career,0.5269,0.4438,156
Laura Pigossi,hard,career,0.5230,0.4380,17
Laura Pigossi,clay,career,0.5340,0.4650,31
Laura Pigossi,grass,career,0.4040,0.4040,1
Laura Pigossi,all,career,0.5275,0.4544,49
Xiaodi You,hard,career,0.4690,0.4370,13
Xiaodi You,clay,career,0.4460,0.3430,2
Xiaodi You,all,career,0.4659,0.4245,15
Despina Papamichail,clay,52week,0.5390,0.5170,8
Despina Papamichail,all,52week,0.5390,0.5170,8
Despina Papamichail,hard,career,0.5090,0.4290,25
Despina Papamichail,clay,career,0.5090,0.4960,22
Despina Papamichail,all,career,0.5090,0.4604,47
Arianne Hartono,hard,career,0.5330,0.4280,19
Arianne Hartono,clay,career,0.4600,0.4590,2
Arianne Hartono,grass,career,0.5420,0.3830,3
Arianne Hartono,all,career,0.5280,0.4250,24
Lizette Cabrera,hard,career,0.5020,0.4440,26
Lizette Cabrera,clay,career,0.4300,0.3940,2
Lizette Cabrera,grass,career,0.5890,0.4330,2
Lizette Cabrera,all,career,0.5030,0.4399,30
Lea Boskovic,clay,52week,0.5720,0.4950,5
Lea Boskovic,all,52week,0.5720,0.4950,5
Lea Boskovic,hard,career,0.5090,0.4550,6
Lea Boskovic,clay,career,0.5560,0.4780,11
Lea Boskovic,all,career,0.5394,0.4699,17
Camilla Rosatello,hard,career,0.4480,0.4830,1
Camilla Rosatello,clay,career,0.5220,0.4220,11
Camilla Rosatello,all,career,0.5158,0.4271,12
Sada Nahimana,clay,52week,0.5250,0.4210,5
Sada Nahimana,all,52week,0.5250,0.4210,5
Elena Ruxandra Bertea,hard,52week,0.5530,0.3750,1
Elena Ruxandra Bertea,clay,52week,0.5080,0.4630,4
Elena Ruxandra Bertea,all,52week,0.5170,0.4454,5
Katherine Sebov,hard,career,0.5530,0.4080,12
Katherine Sebov,clay,career,0.4700,0.3670,3
Katherine Sebov,all,career,0.5364,0.3998,15
Selena Janicijevic,clay,52week,0.4700,0.4680,3
Selena Janicijevic,all,52week,0.4700,0.4680,3
Selena Janicijevic,hard,career,0.5090,0.2690,1
Selena Janicijevic,clay,career,0.5180,0.4640,12
Selena Janicijevic,all,career,0.5173,0.4490,13
Amandine Hesse,hard,career,0.4800,0.4030,7
Amandine Hesse,clay,career,0.5150,0.4000,13
Amandine Hesse,grass,career,0.4690,0.1950,1
Amandine Hesse,all,career,0.5011,0.3912,21
Jule Niemeier,hard,career,0.5440,0.4070,42
Jule Niemeier,clay,career,0.5630,0.4330,33
Jule Niemeier,grass,career,0.5900,0.4080,21
Jule Niemeier,all,career,0.5606,0.4162,96
Kristina Mladenovic,hard,career,0.5560,0.4290,284
Kristina Mladenovic,clay,career,0.5510,0.4380,117
Kristina Mladenovic,grass,career,0.6010,0.4060,60
Kristina Mladenovic,all,career,0.5606,0.4283,461
Kathinka Von Deichmann,hard,career,0.4570,0.4240,16
Kathinka Von Deichmann,clay,career,0.5000,0.4760,13
Kathinka Von Deichmann,all,career,0.4763,0.4473,29
Sijia Wei,hard,career,0.5090,0.4230,13
Sijia Wei,all,career,0.5090,0.4230,13
Anna Kubareva,hard,52week,0.5830,0.5520,5
Anna Kubareva,all,52week,0.5830,0.5520,5
Tessa Johanna Brockmann,clay,52week,0.6070,0.4360,5
Tessa Johanna Brockmann,all,52week,0.6070,0.4360,5
Berfu Cengiz,hard,52week,0.6070,0.4300,2
Berfu Cengiz,clay,52week,0.5210,0.4120,3
Berfu Cengiz,all,52week,0.5554,0.4192,5
Berfu Cengiz,hard,career,0.5980,0.4240,5
Berfu Cengiz,clay,career,0.5220,0.3810,6
Berfu Cengiz,all,career,0.5565,0.4005,11
Dalila Jakupovic,hard,career,0.5390,0.4380,41
Dalila Jakupovic,clay,career,0.5060,0.4470,18
Dalila Jakupovic,grass,career,0.5360,0.4170,8
Dalila Jakupovic,all,career,0.5298,0.4379,67
Nuria Parrizas Diaz,hard,career,0.5340,0.4400,63
Nuria Parrizas Diaz,clay,career,0.5290,0.4410,36
Nuria Parrizas Diaz,grass,career,0.5330,0.3660,5
Nuria Parrizas Diaz,all,career,0.5322,0.4368,104
Sofya Lansere,clay,52week,0.4390,0.5530,3
Sofya Lansere,all,52week,0.4390,0.5530,3
Sofya Lansere,hard,career,0.5860,0.4510,2
Sofya Lansere,clay,career,0.4560,0.5290,5
Sofya Lansere,all,career,0.4931,0.5067,7
Ylena In Albon,hard,career,0.4360,0.3930,1
Ylena In Albon,clay,career,0.5670,0.3610,8
Ylena In Albon,grass,career,0.4710,0.2980,1
Ylena In Albon,all,career,0.5443,0.3579,10
Ipek Oz,hard,career,0.5170,0.3740,5
Ipek Oz,clay,career,0.5350,0.4450,13
Ipek Oz,all,career,0.5300,0.4253,18
Su Jeong Jang,hard,career,0.5450,0.4510,45
Su Jeong Jang,clay,career,0.5820,0.5750,3
Su Jeong Jang,all,career,0.5473,0.4588,48
Yuriko Miyazaki,hard,career,0.5520,0.4430,8
Yuriko Miyazaki,grass,career,0.5350,0.3860,7
Yuriko Miyazaki,all,career,0.5441,0.4164,15
Lina Glushko,hard,career,0.5940,0.4180,14
Lina Glushko,clay,career,0.4480,0.4140,4
Lina Glushko,all,career,0.5616,0.4171,18
Elena Malygina,hard,career,0.4730,0.3770,7
Elena Malygina,clay,career,0.4710,0.4440,12
Elena Malygina,all,career,0.4717,0.4193,19
Carol Zhao,hard,career,0.5200,0.3680,20
Carol Zhao,clay,career,0.4960,0.4560,4
Carol Zhao,grass,career,0.5530,0.4080,3
Carol Zhao,all,career,0.5201,0.3855,27
Justina Mikulskyte,hard,career,0.5560,0.4480,5
Justina Mikulskyte,all,career,0.5560,0.4480,5
Victoria Rodriguez,hard,52week,0.4900,0.4600,8
Victoria Rodriguez,all,52week,0.4900,0.4600,8
Victoria Rodriguez,hard,career,0.4800,0.4330,13
Victoria Rodriguez,clay,career,0.4830,0.4290,5
Victoria Rodriguez,all,career,0.4808,0.4319,18
Noemi Basiletti,clay,52week,0.4950,0.4820,5
Noemi Basiletti,all,52week,0.4950,0.4820,5
Miriam Bianca Bulgaru,hard,career,0.5150,0.4660,3
Miriam Bianca Bulgaru,clay,career,0.5360,0.4380,9
Miriam Bianca Bulgaru,all,career,0.5307,0.4450,12
Tena Lukas,hard,career,0.5090,0.4340,8
Tena Lukas,clay,career,0.4910,0.4650,3
Tena Lukas,all,career,0.5041,0.4425,11
Isabella Shinikova,hard,career,0.5350,0.4220,26
Isabella Shinikova,clay,career,0.4980,0.4370,14
Isabella Shinikova,all,career,0.5220,0.4273,40
Anastasia Abbagnato,clay,52week,0.5890,0.4480,5
Anastasia Abbagnato,all,52week,0.5890,0.4480,5
Cagla Buyukakcay,hard,52week,0.4150,0.3500,1
Cagla Buyukakcay,clay,52week,0.2000,0.4000,1
Cagla Buyukakcay,all,52week,0.3075,0.3750,2
Cagla Buyukakcay,hard,career,0.5310,0.4140,65
Cagla Buyukakcay,clay,career,0.5380,0.4260,53
Cagla Buyukakcay,grass,career,0.4680,0.3580,2
Cagla Buyukakcay,all,career,0.5330,0.4184,120
Gabriela Ce,hard,career,0.5520,0.4190,7
Gabriela Ce,clay,career,0.5160,0.4690,17
Gabriela Ce,all,career,0.5265,0.4544,24
Georgina Garcia Perez,hard,career,0.5860,0.3710,9
Georgina Garcia Perez,clay,career,0.5850,0.3490,6
Georgina Garcia Perez,grass,career,0.6240,0.3770,3
Georgina Garcia Perez,all,career,0.5920,0.3647,18
Daria Lodikova,clay,52week,0.5260,0.4710,4
Daria Lodikova,all,52week,0.5260,0.4710,4
Ana Sofia Sanchez,hard,career,0.4710,0.4050,12
Ana Sofia Sanchez,clay,career,0.4580,0.2500,16
Ana Sofia Sanchez,all,career,0.4636,0.3164,28
Cristina Diaz Adrover,clay,52week,0.5470,0.4690,6
Cristina Diaz Adrover,all,52week,0.5470,0.4690,6
Valentini Grammatikopoulou,hard,career,0.5150,0.4310,22
Valentini Grammatikopoulou,clay,career,0.4940,0.4990,15
Valentini Grammatikopoulou,grass,career,0.3570,0.2780,1
Valentini Grammatikopoulou,all,career,0.5026,0.4538,38
Urszula Radwanska,hard,career,0.5300,0.4560,181
Urszula Radwanska,clay,career,0.5080,0.4240,41
Urszula Radwanska,grass,career,0.5520,0.4390,31
Urszula Radwanska,all,career,0.5291,0.4487,253
Leonie Kung,hard,career,0.5530,0.4700,8
Leonie Kung,clay,career,0.5270,0.4200,6
Leonie Kung,grass,career,0.5910,0.4130,2
Leonie Kung,all,career,0.5480,0.4441,16
Andreea Prisacariu,clay,52week,0.4980,0.4590,3
Andreea Prisacariu,all,52week,0.4980,0.4590,3
Carolina Alves,hard,career,0.6090,0.4030,5
Carolina Alves,clay,career,0.5200,0.4210,12
Carolina Alves,all,career,0.5462,0.4157,17
Peangtarn Plipuech,hard,career,0.5040,0.3960,19
Peangtarn Plipuech,all,career,0.5040,0.3960,19
Ankita Raina,hard,52week,0.5900,0.4560,5
Ankita Raina,all,52week,0.5900,0.4560,5
Ankita Raina,hard,career,0.5300,0.4460,50
Ankita Raina,clay,career,0.5430,0.4740,6
Ankita Raina,grass,career,0.5710,0.3540,2
Ankita Raina,all,career,0.5328,0.4457,58
Priska Madelyn Nugroho,hard,52week,0.4760,0.3930,2
Priska Madelyn Nugroho,clay,52week,0.5370,0.4710,3
Priska Madelyn Nugroho,all,52week,0.5126,0.4398,5
Priska Madelyn Nugroho,hard,career,0.5140,0.4130,8
Priska Madelyn Nugroho,clay,career,0.5370,0.4710,3
Priska Madelyn Nugroho,all,career,0.5203,0.4288,11
Ikumi Yamazaki,clay,52week,0.5950,0.5180,5
Ikumi Yamazaki,all,52week,0.5950,0.5180,5
Sofia Shapatava,hard,career,0.5240,0.4030,24
Sofia Shapatava,clay,career,0.5450,0.3680,17
Sofia Shapatava,all,career,0.5327,0.3885,41
Sapfo Sakellaridi,hard,52week,0.5830,0.3920,1
Sapfo Sakellaridi,clay,52week,0.5030,0.4720,3
Sapfo Sakellaridi,all,52week,0.5230,0.4520,4
